"Player","Rating","Age","dateranking","ranking"
"Alexander Moiseenko","2644","23y7m","200312",55
"Alexander Graf","2643","41y4m","200312",56
"Andrei Kharlov","2643","35y1m","200312",56
"Peter Heine Nielsen","2642","30y7m","200312",58
"Bartlomiej Macieja","2641","26y2m","200312",59
"Yuri Yakovich","2641","41y1m","200312",59
"Zoltan Almasi","2638","27y4m","200312",61
"Rustem Dautov","2638","38y1m","200312",61
"Luke McShane","2637","19y11m","200312",63
"Karen Asrian","2637","23y8m","200312",63
"Alexander Lastin","2636","27y2m","200312",65
"Evgeny Alekseev","2635","18y1m","200312",66
"Bu Xiangzhi","2635","18y0m","200312",66
"Smbat Lputian","2635","45y10m","200312",66
"Ashot Anastasian","2635","39y5m","200312",66
"Mihail Kobalija","2634","25y7m","200312",70
"Vladimir Epishin","2632","38y5m","200312",71
"Giovanni Vescovi","2632","25y6m","200312",71
"Gabriel Sargissian","2630","20y10m","200312",73
"Evgeniy Najer","2626","26y6m","200312",74
"Sergei Tiviakov","2625","30y10m","200312",75
"Shakhriyar Mamedyarov","2625","18y8m","200312",75
"Evgenij Agrest","2625","37y4m","200312",75
"Jeroen Piket","2625","34y11m","200312",75
"Andrei Istratescu","2623","28y0m","200312",79
"Alexander Goldin","2623","38y10m","200312",79
"Pavel Tregubov","2623","32y0m","200312",79
"Merab Gagunashvili","2622","18y11m","200312",82
"Sarunas Sulskis","2621","31y1m","200312",83
"Laurent Fressinet","2621","22y1m","200312",83
"Boris Avrukh","2620","25y11m","200312",85
"Curt Hansen","2620","39y3m","200312",85
"Igor Novikov","2619","41y7m","200312",87
"Miguel Illescas Cordoba","2619","38y0m","200312",87
"Vasilios Kotronias","2619","39y4m","200312",87
"Lazaro Bruzon Bautista","2618","21y7m","200312",90
"Vladimir Baklan","2618","25y10m","200312",90
"Igor Khenkin","2616","35y9m","200312",92
"Michal Krasenkow","2615","40y1m","200312",93
"Yasser Seirawan","2615","43y9m","200312",93
"Viorel Iordachescu","2614","26y8m","200312",95
"Artyom Timofeev","2613","18y11m","200312",96
"Christopher Lutz","2612","32y10m","200312",97
"Lenier Dominguez","2612","20y3m","200312",97
"Viacheslav Eingorn","2612","47y1m","200312",97
"Aleksander Delchev","2610","32y5m","200312",100
"Garry Kasparov","2814","40y9m","200401",1
"Viswanathan Anand","2776","34y1m","200401",2
"Vladimir Kramnik","2765","28y7m","200401",3
"Peter Svidler","2754","27y7m","200401",4
"Ruslan Ponomariov","2750","20y3m","200401",5
"Alexander Grischuk","2748","20y3m","200401",6
"Judit Polgar","2746","27y6m","200401",7
"Alexei Shirov","2743","31y6m","200401",8
"Vassily Ivanchuk","2731","34y10m","200401",9
"Michael Adams","2730","32y2m","200401",10
"Evgeny Bareev","2728","37y2m","200401",11
"Veselin Topalov","2727","28y10m","200401",12
"Peter Leko","2724","24y4m","200401",13
"Alexander Morozevich","2721","26y6m","200401",14
"Boris Gelfand","2719","35y7m","200401",15
"Vladimir Malakhov","2719","23y2m","200401",15
"Ivan Sokolov","2712","35y7m","200401",17
"Nigel Short","2711","38y7m","200401",18
"Alexey Dreev","2698","35y0m","200401",19
"Vladimir Akopian","2697","32y1m","200401",20
"Anatoly Karpov","2695","52y8m","200401",21
"Alexander Khalifman","2693","38y0m","200401",22
"Joel Lautier","2689","30y9m","200401",23
"Zurab Azmaiparashvili","2688","43y10m","200401",24
"Mikhail Gurevich","2684","44y11m","200401",25
"Emil Sutovsky","2681","26y4m","200401",26
"Ilia Smirin","2679","36y0m","200401",27
"Levon Aronian","2678","21y3m","200401",28
"Ye Jiangchuan","2678","43y2m","200401",28
"Viktor Bologan","2677","32y1m","200401",30
"Etienne Bacrot","2677","21y0m","200401",30
"Predrag Nikolic","2676","43y4m","200401",32
"Aleksej Aleksandrov","2671","30y8m","200401",33
"Loek van Wely","2670","31y3m","200401",34
"Rustam Kasimdzhanov","2670","24y1m","200401",34
"Alexander Beliavsky","2670","50y1m","200401",34
"Vladislav Tkachiev","2670","30y2m","200401",34
"Sergei Movsesian","2668","25y2m","200401",38
"Vadim Zvjaginsev","2667","27y5m","200401",39
"Kiril Georgiev","2666","38y2m","200401",40
"Konstantin Sakaev","2666","29y9m","200401",40
"Alexander Motylev","2665","24y7m","200401",42
"Sergei Rublevsky","2664","29y3m","200401",43
"Liviu-Dieter Nisipeanu","2664","27y5m","200401",43
"Rafael Vaganian","2660","52y3m","200401",45
"Zhang Zhong","2660","25y4m","200401",45
"Teimour Radjabov","2658","16y10m","200401",47
"Krishnan Sasikiran","2658","23y0m","200401",47
"Francisco Vallejo Pons","2654","21y5m","200401",49
"Alexander Moiseenko","2651","23y8m","200401",50
"Sergey Volkov","2651","29y11m","200401",50
"Eduardas Rozentalis","2650","40y8m","200401",52
"Evgeny Vladimirov","2650","47y0m","200401",52
"Alexander Onischuk","2650","28y4m","200401",52
"Yuri Yakovich","2648","41y2m","200401",55
"Vasily Yemelin","2646","27y11m","200401",56
"Luke McShane","2645","20y0m","200401",57
"Ashot Anastasian","2643","39y6m","200401",58
"Bartlomiej Macieja","2643","26y3m","200401",58
"Peter Heine Nielsen","2642","30y8m","200401",60
"Andrei Kharlov","2640","35y2m","200401",61
"Giovanni Vescovi","2639","25y7m","200401",62
"Karen Asrian","2638","23y9m","200401",63
"Zoltan Almasi","2638","27y5m","200401",63
"Mihail Kobalija","2638","25y8m","200401",63
"Alexander Graf","2637","41y5m","200401",66
"Vladimir Epishin","2636","38y6m","200401",67
"Bu Xiangzhi","2636","18y1m","200401",67
"Rustem Dautov","2636","38y2m","200401",67
"Smbat Lputian","2635","45y11m","200401",70
"Evgeniy Najer","2634","26y7m","200401",71
"Gabriel Sargissian","2633","20y11m","200401",72
"Evgeny Alekseev","2632","18y2m","200401",73
"Alexander Lastin","2632","27y3m","200401",73
"Miguel Illescas Cordoba","2632","38y1m","200401",73
"Sergei Tiviakov","2625","30y11m","200401",76
"Merab Gagunashvili","2624","19y0m","200401",77
"Andrei Istratescu","2624","28y1m","200401",77
"Vasilios Kotronias","2623","39y5m","200401",79
"Shakhriyar Mamedyarov","2623","18y9m","200401",79
"Boris Avrukh","2623","26y0m","200401",79
"Nguyen Anh Dung","2622","27y10m","200401",82
"Lenier Dominguez","2622","20y4m","200401",82
"Jeroen Piket","2622","35y0m","200401",82
"Curt Hansen","2621","39y4m","200401",85
"Laurent Fressinet","2621","22y2m","200401",85
"Sarunas Sulskis","2617","31y2m","200401",87
"Pavel Tregubov","2616","32y1m","200401",88
"Andrei Volokitin","2615","17y7m","200401",89
"Evgenij Agrest","2615","37y5m","200401",89
"Vladimir Baklan","2613","25y11m","200401",91
"Lazaro Bruzon Bautista","2612","21y8m","200401",92
"Alexander Goldin","2612","38y11m","200401",92
"Michal Krasenkow","2611","40y2m","200401",94
"Artyom Timofeev","2610","19y0m","200401",95
"Christopher Lutz","2610","32y11m","200401",95
"Viacheslav Eingorn","2610","47y2m","200401",95
"Vadim Milov","2610","31y5m","200401",95
"Igor Khenkin","2609","35y10m","200401",99
"Yasser Seirawan","2609","43y10m","200401",99
"Garry Kasparov","2811","40y10m","200402",1
"Viswanathan Anand","2789","34y2m","200402",2
"Vladimir Kramnik","2755","28y8m","200402",3
"Ruslan Ponomariov","2749","20y4m","200402",4
"Judit Polgar","2745","27y7m","200402",5
"Peter Svidler","2745","27y8m","200402",5
"Alexei Shirov","2743","31y7m","200402",7
"Alexander Grischuk","2741","20y4m","200402",8
"Michael Adams","2738","32y3m","200402",9
"Peter Leko","2735","24y5m","200402",10
"Veselin Topalov","2733","28y11m","200402",11
"Vassily Ivanchuk","2728","34y11m","200402",12
"Evgeny Bareev","2726","37y3m","200402",13
"Alexander Morozevich","2723","26y7m","200402",14
"Vladimir Malakhov","2723","23y3m","200402",14
"Boris Gelfand","2722","35y8m","200402",16
"Nigel Short","2720","38y8m","200402",17
"Ivan Sokolov","2703","35y8m","200402",18
"Alexey Dreev","2699","35y1m","200402",19
"Vladimir Akopian","2694","32y2m","200402",20
"Alexander Khalifman","2693","38y1m","200402",21
"Anatoly Karpov","2691","52y9m","200402",22
"Mikhail Gurevich","2687","45y0m","200402",23
"Joel Lautier","2687","30y10m","200402",23
"Viktor Bologan","2686","32y2m","200402",25
"Zurab Azmaiparashvili","2685","43y11m","200402",26
"Etienne Bacrot","2680","21y1m","200402",27
"Ilia Smirin","2677","36y1m","200402",28
"Ye Jiangchuan","2676","43y3m","200402",29
"Predrag Nikolic","2674","43y5m","200402",30
"Loek van Wely","2674","31y4m","200402",30
"Emil Sutovsky","2673","26y5m","200402",32
"Levon Aronian","2672","21y4m","200402",33
"Sergei Movsesian","2671","25y3m","200402",34
"Alexander Beliavsky","2671","50y2m","200402",34
"Aleksej Aleksandrov","2670","30y9m","200402",36
"Rustam Kasimdzhanov","2669","24y2m","200402",37
"Vladislav Tkachiev","2668","30y3m","200402",38
"Kiril Georgiev","2666","38y3m","200402",39
"Alexander Motylev","2666","24y8m","200402",39
"Konstantin Sakaev","2663","29y10m","200402",41
"Vadim Zvjaginsev","2663","27y6m","200402",41
"Liviu-Dieter Nisipeanu","2662","27y6m","200402",43
"Giovanni Vescovi","2660","25y8m","200402",44
"Krishnan Sasikiran","2657","23y1m","200402",45
"Evgeny Vladimirov","2657","47y1m","200402",45
"Teimour Radjabov","2656","16y11m","200402",47
"Francisco Vallejo Pons","2655","21y6m","200402",48
"Alexander Moiseenko","2655","23y9m","200402",48
"Sergei Rublevsky","2655","29y4m","200402",48
"Zhang Zhong","2652","25y5m","200402",51
"Rafael Vaganian","2652","52y4m","200402",51
"Eduardas Rozentalis","2650","40y9m","200402",53
"Alexander Onischuk","2644","28y5m","200402",54
"Luke McShane","2644","20y1m","200402",54
"Sergey Volkov","2643","30y0m","200402",56
"Vasily Yemelin","2643","28y0m","200402",56
"Evgeny Alekseev","2643","18y3m","200402",56
"Yuri Yakovich","2642","41y3m","200402",59
"Peter Heine Nielsen","2641","30y9m","200402",60
"Ashot Anastasian","2640","39y7m","200402",61
"Zoltan Almasi","2638","27y6m","200402",62
"Alexander Graf","2638","41y6m","200402",62
"Andrei Kharlov","2637","35y3m","200402",64
"Karen Asrian","2637","23y10m","200402",64
"Mihail Kobalija","2635","25y9m","200402",66
"Shakhriyar Mamedyarov","2632","18y10m","200402",67
"Gabriel Sargissian","2632","21y0m","200402",67
"Evgeniy Najer","2632","26y8m","200402",67
"Rustem Dautov","2631","38y3m","200402",70
"Lenier Dominguez","2631","20y5m","200402",70
"Bu Xiangzhi","2630","18y2m","200402",72
"Smbat Lputian","2629","46y0m","200402",73
"Bartlomiej Macieja","2629","26y4m","200402",73
"Miguel Illescas Cordoba","2626","38y2m","200402",75
"Alexander Lastin","2626","27y4m","200402",75
"Vasilios Kotronias","2626","39y6m","200402",75
"Lazaro Bruzon Bautista","2626","21y9m","200402",75
"Vladimir Epishin","2625","38y7m","200402",79
"Alexander Goldin","2623","39y0m","200402",80
"Laurent Fressinet","2622","22y3m","200402",81
"Boris Avrukh","2621","26y1m","200402",82
"Andrei Volokitin","2620","17y8m","200402",83
"Jeroen Piket","2620","35y1m","200402",83
"Curt Hansen","2620","39y5m","200402",83
"Sergei Tiviakov","2620","31y0m","200402",83
"Vadim Milov","2618","31y6m","200402",87
"Jaan Ehlvest","2617","41y4m","200402",88
"Andrei Istratescu","2617","28y2m","200402",88
"Nguyen Anh Dung","2616","27y11m","200402",90
"Sarunas Sulskis","2615","31y3m","200402",91
"Evgenij Agrest","2613","37y6m","200402",92
"Pavel Tregubov","2612","32y2m","200402",93
"Merab Gagunashvili","2612","19y1m","200402",93
"Michal Krasenkow","2611","40y3m","200402",95
"Vladimir Baklan","2611","26y0m","200402",95
"Christopher Lutz","2609","33y0m","200402",97
"Artyom Timofeev","2607","19y1m","200402",98
"Igor Khenkin","2607","35y11m","200402",98
"Semen Dvoiris","2606","45y3m","200402",100
"Garry Kasparov","2803","40y11m","200403",1
"Viswanathan Anand","2788","34y3m","200403",2
"Vladimir Kramnik","2753","28y9m","200403",3
"Peter Svidler","2748","27y9m","200403",4
"Alexander Grischuk","2747","20y5m","200403",5
"Ruslan Ponomariov","2747","20y5m","200403",5
"Judit Polgar","2744","27y8m","200403",7
"Peter Leko","2742","24y6m","200403",8
"Alexei Shirov","2741","31y8m","200403",9
"Michael Adams","2737","32y4m","200403",10
"Veselin Topalov","2732","29y0m","200403",11
"Vassily Ivanchuk","2729","35y0m","200403",12
"Nigel Short","2726","38y9m","200403",13
"Evgeny Bareev","2724","37y4m","200403",14
"Boris Gelfand","2722","35y9m","200403",15
"Alexander Morozevich","2719","26y8m","200403",16
"Vladimir Malakhov","2714","23y4m","200403",17
"Alexey Dreev","2705","35y2m","200403",18
"Ivan Sokolov","2701","35y9m","200403",19
"Mikhail Gurevich","2692","45y1m","200403",20
"Anatoly Karpov","2690","52y10m","200403",21
"Vladimir Akopian","2688","32y3m","200403",22
"Joel Lautier","2686","30y11m","200403",23
"Viktor Bologan","2684","32y3m","200403",24
"Alexander Khalifman","2684","38y2m","200403",24
"Loek van Wely","2678","31y5m","200403",26
"Etienne Bacrot","2678","21y2m","200403",26
"Ye Jiangchuan","2676","43y4m","200403",28
"Zurab Azmaiparashvili","2676","44y0m","200403",28
"Predrag Nikolic","2675","43y6m","200403",30
"Alexander Beliavsky","2672","50y3m","200403",31
"Konstantin Sakaev","2672","29y11m","200403",31
"Emil Sutovsky","2671","26y6m","200403",33
"Ilia Smirin","2670","36y2m","200403",34
"Liviu-Dieter Nisipeanu","2668","27y7m","200403",35
"Rustam Kasimdzhanov","2668","24y3m","200403",35
"Rafael Vaganian","2667","52y5m","200403",37
"Kiril Georgiev","2666","38y4m","200403",38
"Alexander Motylev","2665","24y9m","200403",39
"Sergei Movsesian","2664","25y4m","200403",40
"Levon Aronian","2664","21y5m","200403",40
"Sergei Rublevsky","2664","29y5m","200403",40
"Aleksej Aleksandrov","2664","30y10m","200403",40
"Krishnan Sasikiran","2659","23y2m","200403",44
"Vadim Zvjaginsev","2659","27y7m","200403",44
"Giovanni Vescovi","2658","25y9m","200403",46
"Teimour Radjabov","2657","17y0m","200403",47
"Alexander Graf","2656","41y7m","200403",48
"Francisco Vallejo Pons","2653","21y7m","200403",49
"Eduardas Rozentalis","2652","40y10m","200403",50
"Evgeny Vladimirov","2652","47y2m","200403",50
"Vladislav Tkachiev","2652","30y4m","200403",50
"Zhang Zhong","2650","25y6m","200403",53
"Alexander Moiseenko","2648","23y10m","200403",54
"Luke McShane","2644","20y2m","200403",55
"Peter Heine Nielsen","2641","30y10m","200403",56
"Alexander Onischuk","2641","28y6m","200403",56
"Shakhriyar Mamedyarov","2639","18y11m","200403",58
"Zoltan Almasi","2639","27y7m","200403",58
"Vasily Yemelin","2639","28y1m","200403",58
"Evgeny Alekseev","2638","18y4m","200403",61
"Rustem Dautov","2634","38y4m","200403",62
"Sergey Volkov","2633","30y1m","200403",63
"Andrei Kharlov","2632","35y4m","200403",64
"Karen Asrian","2632","23y11m","200403",64
"Bu Xiangzhi","2631","18y3m","200403",66
"Bartlomiej Macieja","2630","26y5m","200403",67
"Yuri Yakovich","2629","41y4m","200403",68
"Smbat Lputian","2629","46y1m","200403",68
"Ashot Anastasian","2628","39y8m","200403",70
"Lenier Dominguez","2628","20y6m","200403",70
"Gabriel Sargissian","2627","21y1m","200403",72
"Evgeniy Najer","2627","26y9m","200403",72
"Vladimir Epishin","2625","38y8m","200403",74
"Mihail Kobalija","2624","25y10m","200403",75
"Miguel Illescas Cordoba","2624","38y3m","200403",75
"Andrey Kharitonov","2621","44y11m","200403",77
"Curt Hansen","2621","39y6m","200403",77
"Nguyen Anh Dung","2621","28y0m","200403",77
"Pavel Tregubov","2620","32y3m","200403",80
"Andrei Volokitin","2620","17y9m","200403",80
"Jeroen Piket","2619","35y2m","200403",82
"Boris Avrukh","2619","26y2m","200403",82
"Vasilios Kotronias","2618","39y7m","200403",84
"Sergei Tiviakov","2618","31y1m","200403",84
"Laurent Fressinet","2617","22y4m","200403",86
"Vadim Milov","2616","31y7m","200403",87
"Vladimir Baklan","2615","26y1m","200403",88
"Alexander Lastin","2614","27y5m","200403",89
"Semen Dvoiris","2614","45y4m","200403",89
"Evgenij Agrest","2614","37y7m","200403",89
"Alexander Goldin","2614","39y1m","200403",89
"Lazaro Bruzon Bautista","2614","21y10m","200403",89
"Darmen Sadvakasov","2613","24y11m","200403",94
"Igor Khenkin","2613","36y0m","200403",94
"Yasser Seirawan","2612","44y0m","200403",96
"Michal Krasenkow","2612","40y4m","200403",96
"Artyom Timofeev","2609","19y2m","200403",98
"Andrei Istratescu","2608","28y3m","200403",99
"Alexei Fedorov","2608","31y6m","200403",99
"Garry Kasparov","2798","41y0m","200404",1
"Viswanathan Anand","2788","34y4m","200404",2
"Vladimir Kramnik","2758","28y10m","200404",3
"Alexander Grischuk","2750","20y6m","200404",4
"Peter Svidler","2746","27y10m","200404",5
"Ruslan Ponomariov","2745","20y6m","200404",6
"Judit Polgar","2745","27y9m","200404",6
"Alexei Shirov","2738","31y9m","200404",8
"Peter Leko","2738","24y7m","200404",8
"Michael Adams","2736","32y5m","200404",10
"Veselin Topalov","2732","29y1m","200404",11
"Vassily Ivanchuk","2728","35y1m","200404",12
"Nigel Short","2727","38y10m","200404",13
"Evgeny Bareev","2724","37y5m","200404",14
"Boris Gelfand","2721","35y10m","200404",15
"Alexander Morozevich","2715","26y9m","200404",16
"Alexey Dreev","2709","35y3m","200404",17
"Ivan Sokolov","2704","35y10m","200404",18
"Mikhail Gurevich","2691","45y2m","200404",19
"Viktor Bologan","2690","32y4m","200404",20
"Anatoly Karpov","2690","52y11m","200404",20
"Vladimir Akopian","2689","32y4m","200404",22
"Joel Lautier","2687","31y0m","200404",23
"Zurab Azmaiparashvili","2684","44y1m","200404",24
"Alexander Khalifman","2681","38y3m","200404",25
"Vladimir Malakhov","2680","23y5m","200404",26
"Loek van Wely","2677","31y6m","200404",27
"Sergei Rublevsky","2677","29y6m","200404",27
"Etienne Bacrot","2677","21y3m","200404",27
"Alexander Beliavsky","2675","50y4m","200404",30
"Ye Jiangchuan","2672","43y5m","200404",31
"Predrag Nikolic","2671","43y7m","200404",32
"Konstantin Sakaev","2670","30y0m","200404",33
"Emil Sutovsky","2670","26y7m","200404",33
"Levon Aronian","2669","21y6m","200404",35
"Teimour Radjabov","2669","17y1m","200404",35
"Rafael Vaganian","2668","52y6m","200404",37
"Liviu-Dieter Nisipeanu","2667","27y8m","200404",38
"Vadim Zvjaginsev","2665","27y8m","200404",39
"Ilia Smirin","2664","36y3m","200404",40
"Rustam Kasimdzhanov","2662","24y4m","200404",41
"Alexander Motylev","2662","24y10m","200404",41
"Sergei Movsesian","2662","25y5m","200404",41
"Kiril Georgiev","2662","38y5m","200404",41
"Alexander Graf","2660","41y8m","200404",45
"Krishnan Sasikiran","2659","23y3m","200404",46
"Aleksej Aleksandrov","2657","30y11m","200404",47
"Francisco Vallejo Pons","2656","21y8m","200404",48
"Giovanni Vescovi","2652","25y10m","200404",49
"Evgeny Vladimirov","2651","47y3m","200404",50
"Alexander Onischuk","2651","28y7m","200404",50
"Alexander Moiseenko","2649","23y11m","200404",52
"Eduardas Rozentalis","2648","40y11m","200404",53
"Vladislav Tkachiev","2646","30y5m","200404",54
"Luke McShane","2644","20y3m","200404",55
"Peter Heine Nielsen","2642","30y11m","200404",56
"Karen Asrian","2642","24y0m","200404",56
"Zhang Zhong","2638","25y7m","200404",58
"Shakhriyar Mamedyarov","2636","19y0m","200404",59
"Gabriel Sargissian","2636","21y2m","200404",59
"Bartlomiej Macieja","2635","26y6m","200404",61
"Vadim Milov","2635","31y8m","200404",61
"Zoltan Almasi","2635","27y8m","200404",61
"Evgeny Alekseev","2633","18y5m","200404",64
"Vasily Yemelin","2631","28y2m","200404",65
"Vladimir Epishin","2630","38y9m","200404",66
"Sergey Volkov","2630","30y2m","200404",66
"Smbat Lputian","2628","46y2m","200404",68
"Pavel Tregubov","2628","32y4m","200404",68
"Yuri Yakovich","2628","41y5m","200404",68
"Igor Novikov","2626","41y11m","200404",71
"Rustem Dautov","2625","38y5m","200404",72
"Lenier Dominguez","2623","20y7m","200404",73
"Jeroen Piket","2622","35y3m","200404",74
"Bu Xiangzhi","2621","18y4m","200404",75
"Ashot Anastasian","2621","39y9m","200404",75
"Andrei Volokitin","2620","17y10m","200404",77
"Miguel Illescas Cordoba","2620","38y4m","200404",77
"Mihail Kobalija","2619","25y11m","200404",79
"Evgeniy Najer","2618","26y10m","200404",80
"Andrey Kharitonov","2617","45y0m","200404",81
"Laurent Fressinet","2617","22y5m","200404",81
"Andrei Kharlov","2617","35y5m","200404",81
"Boris Avrukh","2616","26y3m","200404",84
"Semen Dvoiris","2615","45y5m","200404",85
"Evgenij Agrest","2615","37y8m","200404",85
"Nguyen Anh Dung","2614","28y1m","200404",87
"Darmen Sadvakasov","2614","25y0m","200404",87
"Artyom Timofeev","2614","19y3m","200404",87
"Curt Hansen","2614","39y7m","200404",87
"Vasilios Kotronias","2614","39y8m","200404",87
"Alexander Lastin","2613","27y6m","200404",92
"Sergei Tiviakov","2613","31y2m","200404",92
"Vladimir Baklan","2611","26y2m","200404",94
"Jaan Ehlvest","2611","41y6m","200404",94
"Michal Krasenkow","2610","40y5m","200404",96
"Christian Bauer","2610","27y3m","200404",96
"Alexander Goldin","2610","39y2m","200404",96
"Igor Khenkin","2607","36y1m","200404",99
"Valerij Filippov","2607","28y5m","200404",99
"Garry Kasparov","2794","41y1m","200405",1
"Viswanathan Anand","2787","34y5m","200405",2
"Vladimir Kramnik","2755","28y11m","200405",3
"Ruslan Ponomariov","2744","20y7m","200405",4
"Judit Polgar","2743","27y10m","200405",5
"Peter Svidler","2743","27y11m","200405",5
"Alexander Grischuk","2742","20y7m","200405",7
"Michael Adams","2737","32y6m","200405",8
"Peter Leko","2736","24y8m","200405",9
"Alexei Shirov","2735","31y10m","200405",10
"Alexander Morozevich","2735","26y10m","200405",10
"Veselin Topalov","2731","29y2m","200405",12
"Vassily Ivanchuk","2727","35y2m","200405",13
"Evgeny Bareev","2725","37y6m","200405",14
"Boris Gelfand","2725","35y11m","200405",14
"Nigel Short","2722","38y11m","200405",16
"Ivan Sokolov","2707","35y11m","200405",17
"Alexey Dreev","2707","35y4m","200405",17
"Vladimir Akopian","2697","32y5m","200405",19
"Mikhail Gurevich","2695","45y3m","200405",20
"Anatoly Karpov","2687","53y0m","200405",21
"Vladimir Malakhov","2685","23y6m","200405",22
"Alexander Khalifman","2684","38y4m","200405",23
"Zurab Azmaiparashvili","2683","44y2m","200405",24
"Viktor Bologan","2682","32y5m","200405",25
"Loek van Wely","2682","31y7m","200405",25
"Joel Lautier","2682","31y1m","200405",25
"Etienne Bacrot","2680","21y4m","200405",28
"Sergei Rublevsky","2675","29y7m","200405",29
"Liviu-Dieter Nisipeanu","2673","27y9m","200405",30
"Predrag Nikolic","2673","43y8m","200405",30
"Konstantin Sakaev","2673","30y1m","200405",30
"Alexander Beliavsky","2672","50y5m","200405",33
"Emil Sutovsky","2670","26y8m","200405",34
"Levon Aronian","2668","21y7m","200405",35
"Kiril Georgiev","2668","38y6m","200405",35
"Teimour Radjabov","2667","17y2m","200405",37
"Alexander Graf","2667","41y9m","200405",37
"Rafael Vaganian","2666","52y7m","200405",39
"Aleksej Aleksandrov","2663","31y0m","200405",40
"Ye Jiangchuan","2663","43y6m","200405",40
"Giovanni Vescovi","2661","25y11m","200405",42
"Rustam Kasimdzhanov","2661","24y5m","200405",42
"Krishnan Sasikiran","2661","23y4m","200405",42
"Sergei Movsesian","2660","25y6m","200405",45
"Alexander Motylev","2658","24y11m","200405",46
"Ilia Smirin","2658","36y4m","200405",46
"Evgeny Vladimirov","2657","47y4m","200405",48
"Alexander Onischuk","2657","28y8m","200405",48
"Vadim Zvjaginsev","2654","27y9m","200405",50
"Francisco Vallejo Pons","2651","21y9m","200405",51
"Shakhriyar Mamedyarov","2650","19y1m","200405",52
"Eduardas Rozentalis","2649","41y0m","200405",53
"Alexander Moiseenko","2647","24y0m","200405",54
"Luke McShane","2644","20y4m","200405",55
"Gabriel Sargissian","2644","21y3m","200405",55
"Zoltan Almasi","2642","27y9m","200405",57
"Vadim Milov","2641","31y9m","200405",58
"Karen Asrian","2638","24y1m","200405",59
"Zhang Zhong","2638","25y8m","200405",59
"Peter Heine Nielsen","2638","31y0m","200405",59
"Vladislav Tkachiev","2637","30y6m","200405",62
"Bartlomiej Macieja","2635","26y7m","200405",63
"Sergey Volkov","2632","30y3m","200405",64
"Evgeny Alekseev","2632","18y6m","200405",64
"Evgeniy Najer","2629","26y11m","200405",66
"Pavel Tregubov","2628","32y5m","200405",67
"Bu Xiangzhi","2627","18y5m","200405",68
"Smbat Lputian","2624","46y3m","200405",69
"Rustem Dautov","2624","38y6m","200405",69
"Andrei Volokitin","2624","17y11m","200405",69
"Andrei Kharlov","2621","35y6m","200405",72
"Andrey Kharitonov","2621","45y1m","200405",72
"Leonid Yudasin","2620","44y9m","200405",74
"Igor Novikov","2618","42y0m","200405",75
"Ashot Anastasian","2618","39y10m","200405",75
"Laurent Fressinet","2617","22y6m","200405",77
"Vladimir Epishin","2616","38y10m","200405",78
"Alexander Lastin","2615","27y7m","200405",79
"Jeroen Piket","2615","35y4m","200405",79
"Evgenij Agrest","2614","37y9m","200405",81
"Jaan Ehlvest","2613","41y7m","200405",82
"Miguel Illescas Cordoba","2613","38y5m","200405",82
"Semen Dvoiris","2612","45y6m","200405",84
"Darmen Sadvakasov","2612","25y1m","200405",84
"Michal Krasenkow","2611","40y6m","200405",86
"Lenier Dominguez","2611","20y8m","200405",86
"Sergei Tiviakov","2610","31y3m","200405",88
"Boris Avrukh","2609","26y4m","200405",89
"Vasilios Kotronias","2608","39y9m","200405",90
"Alexei Fedorov","2608","31y8m","200405",90
"Lazaro Bruzon Bautista","2608","22y0m","200405",90
"Curt Hansen","2608","39y8m","200405",90
"Mihail Kobalija","2607","26y0m","200405",94
"Penteala Harikrishna","2607","18y0m","200405",94
"Mohamad Al Modiahki","2606","29y11m","200405",96
"Alexander Goldin","2606","39y3m","200405",96
"Yasser Seirawan","2604","44y2m","200405",98
"Dmitrij Jakovenko","2604","20y11m","200405",98
"Merab Gagunashvili","2604","19y4m","200405",98
"Garry Kasparov","2794","41y2m","200406",1
"Viswanathan Anand","2789","34y6m","200406",2
"Vladimir Kramnik","2759","29y0m","200406",3
"Peter Svidler","2745","28y0m","200406",4
"Ruslan Ponomariov","2745","20y8m","200406",4
"Alexei Shirov","2744","31y11m","200406",6
"Judit Polgar","2744","27y11m","200406",6
"Alexander Grischuk","2739","20y8m","200406",8
"Peter Leko","2737","24y9m","200406",9
"Michael Adams","2737","32y7m","200406",9
"Alexander Morozevich","2734","26y11m","200406",11
"Veselin Topalov","2731","29y3m","200406",12
"Vassily Ivanchuk","2730","35y3m","200406",13
"Evgeny Bareev","2724","37y7m","200406",14
"Boris Gelfand","2724","36y0m","200406",14
"Alexey Dreev","2710","35y5m","200406",16
"Nigel Short","2707","39y0m","200406",17
"Ivan Sokolov","2700","36y0m","200406",18
"Mikhail Gurevich","2698","45y4m","200406",19
"Vladimir Akopian","2697","32y6m","200406",20
"Anatoly Karpov","2687","53y1m","200406",21
"Loek van Wely","2687","31y8m","200406",21
"Viktor Bologan","2686","32y6m","200406",23
"Etienne Bacrot","2685","21y5m","200406",24
"Joel Lautier","2684","31y2m","200406",25
"Zurab Azmaiparashvili","2683","44y3m","200406",26
"Vladimir Malakhov","2682","23y7m","200406",27
"Predrag Nikolic","2680","43y9m","200406",28
"Alexander Khalifman","2680","38y5m","200406",28
"Kiril Georgiev","2677","38y7m","200406",30
"Emil Sutovsky","2677","26y9m","200406",30
